OBJECTID,CDSCode,Status,Charter,Ed_Type,Level,Pb_Prv_BIE,School,District,County,Street,City,State,Zip,Lat,Long,Stacked,Stack_cnt,Source,CDS_uniq,GradesOffered,GradesServed
1384,1.96513E+13,Active,No,Traditional,High School,Public,California High,Whittier Union High,Los Angeles,9800 South Mills Avenue,Whittier,CA,90604-1030,33.94252,-118.021267,No,1,Los Angeles CO Parcels 2009,1.96513E+13,12-Sep,12-Sep
1385,1.96511E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Wallen L. Andrews Elementary,Whittier City Elementary,Los Angeles,1010 South Caraway Drive,Whittier,CA,90601-1121,34.037948,-118.009768,No,1,Los Angeles CO Parcels 2009,1.96511E+13,K-8,K-8
1386,1.96511E+13,Active,No,Traditional,Elementary,Public,Christian Sorensen Elementary,Whittier City Elementary,Los Angeles,11493 East Rosehedge Drive,Whittier,CA,90606-1996,33.978272,-118.059529,No,1,Los Angeles CO Land Type 2011,1.96511E+13,K-5,K-5
1387,1.96511E+13,Active,No,Traditional,Elementary,Public,Longfellow Elementary,Whittier City Elementary,Los Angeles,6005 South Magnolia Avenue,Whittier,CA,90601-3260,33.987769,-118.051768,No,1,Los Angeles CO Land Type 2011,1.96511E+13,K-5,K-5
1388,1.96511E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Walter F. Dexter Middle,Whittier City Elementary,Los Angeles,11532 East Floral Drive,Whittier,CA,90601-2832,33.990061,-118.053368,No,1,Los Angeles CO Parcels 2009,1.96511E+13,8-Jun,8-Jun
1389,1.96511E+13,Active,No,Traditional,Elementary,Public,Mill Elementary,Whittier City Elementary,Los Angeles,4030 South Workman Mill Road,Whittier,CA,90601-1795,34.014675,-118.042055,No,1,Los Angeles CO Land Type 2011,1.96511E+13,K-5,K-5
1390,1.96511E+13,Active,No,Traditional,Elementary,Public,Lou Henry Hoover Elementary,Whittier City Elementary,Los Angeles,6302 South Alta Avenue,Whittier,CA,90601-4601,33.984655,-118.029409,No,1,Los Angeles CO Land Type 2011,1.96511E+13,K-5,K-5
1391,1.96511E+13,Active,No,Traditional,Elementary,Public,West Whittier Elementary,Whittier City Elementary,Los Angeles,6411 South Norwalk Boulevard,Whittier,CA,90606-1598,33.987466,-118.068398,No,1,Los Angeles CO Land Type 2011,1.96511E+13,K-5,K-5
1392,1.96511E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Katherine Edwards Middle,Whittier City Elementary,Los Angeles,6812 South Norwalk Boulevard,Whittier,CA,90606-1740,33.982745,-118.068546,No,1,Los Angeles CO Land Type 2011,1.96511E+13,8-Jun,8-Jun
1393,1.96511E+13,Active,No,Traditional,Elementary,Public,Daniel Phelan Elementary,Whittier City Elementary,Los Angeles,7150 South Cully Avenue,Whittier,CA,90606-1718,33.979671,-118.070733,No,1,Los Angeles CO Land Type 2011,1.96511E+13,K-5,K-5
1394,1.96511E+13,Active,No,Traditional,Elementary,Public,Lydia Jackson Elementary,Whittier City Elementary,Los Angeles,8015 South Painter Avenue,Whittier,CA,90602-2506,33.967722,-118.033862,No,1,Los Angeles CO Land Type 2011,1.96511E+13,K-5,K-5
1395,1.9651E+13,Active,No,Traditional,Elementary,Public,Cottonwood Elementary,Westside Union Elementary,Los Angeles,2740 West Avenue P-8,Palmdale,CA,93551-1543,34.593518,-118.180333,No,1,Los Angeles CO Land Type 2011,1.9651E+13,K-6,K-6
1396,1.9651E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Anaverde Hills,Westside Union Elementary,Los Angeles,2902 Greenbrier Street,Palmdale,CA,93551-5518,34.565311,-118.180475,No,1,Aerial,1.9651E+13,K-8,K-8
1397,1.9651E+13,Active,No,Traditional,Elementary,Public,Valley View Elementary,Westside Union Elementary,Los Angeles,3310 West Avenue L-8,Lancaster,CA,93536-3409,34.651969,-118.190578,No,1,Los Angeles CO Land Type 2011,1.9651E+13,K-6,K-6
1398,1.9651E+13,Active,No,Traditional,Elementary,Public,Esperanza Elementary,Westside Union Elementary,Los Angeles,40521 35th Street West,Palmdale,CA,93551-5647,34.617773,-118.195623,No,1,Los Angeles CO Parcels 2009,1.9651E+13,K-6,K-6
1399,1.9651E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Hillview Middle,Westside Union Elementary,Los Angeles,40525 Peonza Lane,Palmdale,CA,93551-2647,34.619218,-118.211468,No,1,Los Angeles CO Parcels 2009,1.9651E+13,8-Jun,8-Jun
1400,1.9651E+13,Active,No,Traditional,Elementary,Public,Rancho Vista Elementary,Westside Union Elementary,Los Angeles,40641 Peonza Lane,Palmdale,CA,93551-2648,34.620836,-118.210372,No,1,Los Angeles CO Parcels 2009,1.9651E+13,K-6,K-6
1401,1.9651E+13,Active,No,Traditional,Elementary,Public,Quartz Hill Elementary,Westside Union Elementary,Los Angeles,41820 North 50th Street West,Quartz Hill,CA,93536-2961,34.643043,-118.216801,No,1,Los Angeles CO Parcels 2009,1.9651E+13,K-6,K-6
1402,1.9651E+13,Active,No,Traditional,Elementary,Public,Gregg Anderson Academy,Westside Union Elementary,Los Angeles,5151 West Avenue N-8,Palmdale,CA,93551,34.624128,-118.222138,No,1,Los Angeles CO Parcels 2009,1.9651E+13,K-8,K-6
1403,1.9651E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Joe Walker Middle,Westside Union Elementary,Los Angeles,5632 West Avenue L-8,Lancaster,CA,93536-3713,34.650921,-118.230487,No,1,Los Angeles CO Land Type 2011,1.9651E+13,8-Jun,8-Jun
1404,1.9651E+13,Active,No,Traditional,Elementary,Public,Leona Valley Elementary,Westside Union Elementary,Los Angeles,9063 West Leona Avenue,Leona Valley,CA,93551-7330,34.615226,-118.290263,No,1,Los Angeles CO Land Type 2011,1.9651E+13,K-8,K-6
1405,1.96509E+13,Active,No,Traditional,Elementary,Public,Wescove Elementary,West Covina Unified,Los Angeles,1010 West Vine Avenue,West Covina,CA,91791-4034,34.059586,-117.941099,No,1,Los Angeles CO Land Type 2011,1.96509E+13,K-2,K-2
1406,1.96509E+13,Active,No,Traditional,Elementary,Public,Merlinda Elementary,West Covina Unified,Los Angeles,1120 South Valinda Avenue,West Covina,CA,91790-5361,34.055302,-117.924316,No,1,Los Angeles CO Land Type 2011,1.96509E+13,K-6,K-6
1407,1.96509E+13,Active,No,Continuation School,High School,Public,Coronado High (Continuation),West Covina Unified,Los Angeles,1500 East Francisquito Avenue,West Covina,CA,91791-3823,34.04931,-117.913615,No,1,Los Angeles CO Parcels 2009,1.96509E+13,12-Sep,12-Sep
1408,1.96509E+13,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,San Jose Charter Academy,West Covina Unified,Los Angeles,2021 West Alwood Street,West Covina,CA,91790-3259,34.062527,-117.959501,No,1,Los Angeles CO Parcels 2009,1.96509E+13,K-8,K-8
1409,1.96509E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Hollencrest Middle,West Covina Unified,Los Angeles,2101 East Merced Avenue,West Covina,CA,91791-3661,34.054713,-117.901607,No,1,Los Angeles CO Land Type 2011,1.96509E+13,8-Jun,8-Jun
1410,1.96509E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Walnut Grove Intermediate,West Covina Unified,Los Angeles,614 East Vine,West Covina,CA,91790-5103,34.056451,-117.932992,No,1,Los Angeles CO Parcels 2009,1.96509E+13,8-Jul,8-Jul
1411,1.97346E+13,Active,No,Traditional,Elementary,Public,Leonard G. Westhoff Elementary,Walnut Valley Unified,Los Angeles,1323 Country Hollow,Walnut,CA,91789-1245,34.039276,-117.860505,No,1,Los Angeles CO Land Type 2011,1.97346E+13,K-5,K-5
1412,1.97346E+13,Active,No,Traditional,Elementary,Public,Maple Hill Elementary,Walnut Valley Unified,Los Angeles,1350 Maple Hill Road,Diamond Bar,CA,91765-2436,33.996715,-117.824752,No,1,Los Angeles CO Land Type 2011,1.97346E+13,K-5,K-5
1413,1.97346E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Chaparral Middle,Walnut Valley Unified,Los Angeles,1408 South Spruce Tree Drive,Diamond Bar,CA,91765-2571,33.995072,-117.818538,No,1,Los Angeles CO Land Type 2011,1.97346E+13,8-Jun,8-Jun
1414,1.97346E+13,Active,No,Traditional,Elementary,Public,Cyrus J. Morris Elementary,Walnut Valley Unified,Los Angeles,19875 East Calle Baja,Walnut,CA,91789-2246,34.012727,-117.867964,No,1,Los Angeles CO Land Type 2011,1.97346E+13,K-5,K-5
1415,1.97346E+13,Active,No,Traditional,Elementary,Public,Collegewood Elementary,Walnut Valley Unified,Los Angeles,20725 East Collegewood Drive,Walnut Valley,CA,91789-1118,34.049595,-117.853817,No,1,Los Angeles CO Land Type 2011,1.97346E+13,K-5,K-5
1416,1.97346E+13,Active,No,Traditional,High School,Public,Diamond Bar High,Walnut Valley Unified,Los Angeles,21400 Pathfinder Road,Diamond Bar,CA,91765-2747,33.981679,-117.8391,No,1,Los Angeles CO Land Type 2011,1.97346E+13,12-Sep,12-Sep
1417,1.97346E+13,Active,No,Traditional,Elementary,Public,Quail Summit Elementary,Walnut Valley Unified,Los Angeles,23330 East Quail Summit Drive,Diamond Bar,CA,91765-3031,33.994928,-117.811126,No,1,Los Angeles CO Land Type 2011,1.97346E+13,K-5,K-5
1418,1.97346E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Suzanne Middle,Walnut Valley Unified,Los Angeles,525 Suzanne Road,Walnut,CA,91789-1938,34.025151,-117.851176,No,1,Los Angeles CO Land Type 2011,1.97346E+13,8-Jun,8-Jun
1419,1.97346E+13,Active,No,Traditional,Elementary,Public,Walnut Elementary,Walnut Valley Unified,Los Angeles,841 South Glenwick,Walnut,CA,91789-3108,34.001042,-117.854124,Yes,2,Los Angeles CO Land Type 2011,1.97346E+13,K-5,K-5
1420,1.97346E+13,Active,No,Continuation School,High School,Public,Ron Hockwalt Academies (Continuation),Walnut Valley Unified,Los Angeles,880 South Lemon Avenue,Walnut,CA,91789-2931,34.001042,-117.854124,Yes,2,Los Angeles CO Land Type 2011,1.97346E+13,12-Sep,12-Oct
1421,1.96508E+13,Active,No,Traditional,Elementary,Public,New Temple,Valle Lindo Elementary,Los Angeles,11033 East Central Avenue,South El Monte,CA,91733-3907,34.04244,-118.042763,No,1,Los Angeles CO Land Type 2011,1.96508E+13,K-4,K-4
1422,1.96508E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Dean L. Shively,Valle Lindo Elementary,Los Angeles,1431 North Central Avenue,South El Monte,CA,91733-3388,34.043982,-118.04794,No,1,Los Angeles CO Land Type 2011,1.96508E+13,8-May,8-May
1423,1.96506E+13,Active,No,Traditional,Elementary,Public,Fern Elementary,Torrance Unified,Los Angeles,1314 Fern Avenue,Torrance,CA,90503-6125,33.835314,-118.331639,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1424,1.96506E+13,Active,No,Traditional,Elementary,Public,Arlington Elementary,Torrance Unified,Los Angeles,17800 Van Ness Avenue,Torrance,CA,90504-4330,33.868294,-118.316674,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1425,1.96506E+13,Active,No,Traditional,Elementary,Public,Yukon Elementary,Torrance Unified,Los Angeles,17815 Yukon Avenue,Torrance,CA,90504-3927,33.868532,-118.336123,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1426,1.96506E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,J. H. Hull Middle,Torrance Unified,Los Angeles,2080 West 231st Street,Torrance,CA,90501-5448,33.81492,-118.318199,No,1,Los Angeles CO Land Type 2011,1.96506E+13,8-Jun,8-Jun
1427,1.96506E+13,Active,No,Traditional,Elementary,Public,John Adams Elementary,Torrance Unified,Los Angeles,2121 238Th Street,Torrance,CA,90501-6116,33.809114,-118.317744,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1428,1.96506E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Madrona Middle,Torrance Unified,Los Angeles,21364 Madrona Avenue,Torrance,CA,90503-5948,33.8352,-118.343645,No,1,Los Angeles CO Land Type 2011,1.96506E+13,8-Jun,8-Jun
1429,1.96506E+13,Active,No,Traditional,Elementary,Public,Anza Elementary,Torrance Unified,Los Angeles,21400 Ellinwood Drive,Torrance,CA,90503-5410,33.834114,-118.364591,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1430,1.96506E+13,Active,No,Traditional,High School,Public,Torrance High,Torrance Unified,Los Angeles,2200 Carson Street,Torrance,CA,90501-3135,33.829107,-118.320813,No,1,Los Angeles CO Land Type 2011,1.96506E+13,12-Sep,12-Sep
1431,1.96506E+13,Active,No,Traditional,Elementary,Public,Howard Wood Elementary,Torrance Unified,Los Angeles,2250 West 235th Street,Torrance,CA,90501-5705,33.812027,-118.321611,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1432,1.96506E+13,Active,No,Traditional,Elementary,Public,Lincoln Elementary,Torrance Unified,Los Angeles,2418 West 166th Street,Torrance,CA,90504-1813,33.879107,-118.319391,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1433,1.96506E+13,Active,No,Traditional,Elementary,Public,Walteria Elementary,Torrance Unified,Los Angeles,24456 Madison Street,Torrance,CA,90505-6653,33.80017,-118.346506,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1434,1.96506E+13,Active,No,Traditional,Elementary,Public,Evelyn Carr Elementary,Torrance Unified,Los Angeles,3404 West 168th Street,Torrance,CA,90504-1752,33.877358,-118.332986,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1435,1.96506E+13,Active,No,Traditional,High School,Public,North High,Torrance Unified,Los Angeles,3620 West 182nd Street,Torrance,CA,90504-3935,33.863693,-118.337286,No,1,Los Angeles CO Land Type 2011,1.96506E+13,12-Sep,12-Sep
1436,1.96506E+13,Active,No,Traditional,Elementary,Public,Riviera Elementary,Torrance Unified,Los Angeles,365 Paseo de Arena,Torrance,CA,90505-6226,33.808166,-118.372669,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1437,1.96506E+13,Active,No,Traditional,Elementary,Public,Joseph Arnold Elementary,Torrance Unified,Los Angeles,4100 227th Street,Torrance,CA,90505-2246,33.821555,-118.356071,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1438,1.96506E+13,Active,No,Traditional,High School,Public,South High,Torrance Unified,Los Angeles,4801 Pacific Coast Highway,Torrance,CA,90505-5544,33.812216,-118.364142,No,1,Los Angeles CO Land Type 2011,1.96506E+13,12-Sep,12-Sep
1439,1.96506E+13,Active,No,Traditional,Elementary,Public,Victor Elementary,Torrance Unified,Los Angeles,4820 Spencer Street,Torrance,CA,90503-2254,33.844059,-118.365027,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1440,1.96506E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Bert M. Lynn Middle,Torrance Unified,Los Angeles,5038 Halison Street,Torrance,CA,90503-1920,33.850349,-118.363709,No,1,Los Angeles CO Land Type 2011,1.96506E+13,8-Jun,8-Jun
1441,1.96506E+13,Active,No,Traditional,Elementary,Public,Towers Elementary,Torrance Unified,Los Angeles,5600 Towers Street,Torrance,CA,90503-1161,33.854886,-118.375846,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1442,1.96506E+13,Active,No,Traditional,Elementary,Public,Hickory Elementary,Torrance Unified,Los Angeles,2800 West 227th Street,Torrance,CA,90505-2912,33.81912,-118.335111,No,1,Los Angeles CO Parcels 2009,1.96506E+13,K-5,K-5
1443,1.96506E+13,Active,No,Traditional,Elementary,Public,Edison Elementary,Torrance Unified,Los Angeles,3800 182Nd Street,Torrance,CA,90504-4837,33.864538,-118.339907,No,1,Los Angeles CO Land Type 2011,1.96506E+13,K-5,K-5
1444,1.96506E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Calle Mayor Middle,Torrance Unified,Los Angeles,4800 Calle Mayor,Torrance,CA,90505-4401,33.814959,-118.363051,No,1,Los Angeles CO Land Type 2011,1.96506E+13,8-Jun,8-Jun
1445,1.96505E+13,Active,No,Traditional,Elementary,Public,Emperor Elementary,Temple City Unified,Los Angeles,6415 Muscatel Avenue,San Gabriel,CA,91775-1845,34.115973,-118.079409,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1446,1.96505E+13,Active,No,Continuation School,High School,Public,Dr. Doug Sears Learning Center,Temple City Unified,Los Angeles,9229 Pentland Street,Temple City,CA,91780-3736,34.094221,-118.067028,Yes,2,Los Angeles CO Parcels 2009,1.96505E+13,12-Sep,12-Nov
1447,1.96505E+13,Active,No,Alternative School of Choice,High School,Public,Temple City Alternative,Temple City Unified,Los Angeles,9229 Pentland Street,Temple City,CA,91780-3736,34.094221,-118.067028,Yes,2,Los Angeles CO Parcels 2009,1.96505E+13,K-12,12-Sep
1448,1.96505E+13,Active,No,Traditional,Elementary,Public,Mint Canyon Community Elementary,Sulphur Springs Union,Los Angeles,16400 Sierra Highway,Canyon Country,CA,91351-1414,34.451444,-118.420345,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1449,1.96505E+13,Active,No,Traditional,Elementary,Public,Sulphur Springs Community Elementary,Sulphur Springs Union,Los Angeles,16628 West Lost Canyon Road,Canyon Country,CA,91387-3241,34.418768,-118.426484,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1450,1.96505E+13,Active,No,Traditional,Elementary,Public,Mitchell Community Elementary,Sulphur Springs Union,Los Angeles,16821 West Goodvale Street,Canyon Country,CA,91387-1714,34.42915,-118.428827,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1451,1.96505E+13,Active,No,Traditional,Elementary,Public,Leona H. Cox Community Elementary,Sulphur Springs Union,Los Angeles,18643 Oakmoor,Canyon Country,CA,91351-2936,34.427577,-118.461561,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1452,1.96505E+13,Active,No,Traditional,Elementary,Public,Canyon Springs Community Elementary,Sulphur Springs Union,Los Angeles,19059 Vicci Street,Canyon Country,CA,91351-3380,34.420032,-118.469026,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1453,1.96505E+13,Active,No,Traditional,Elementary,Public,Valley View Community Elementary,Sulphur Springs Union,Los Angeles,19414 Sierra Estates Drive,Newhall,CA,91321-2196,34.397241,-118.474346,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1454,1.96505E+13,Active,No,Traditional,Elementary,Public,Golden Oak Community,Sulphur Springs Union,Los Angeles,25201 Via Princessa,Santa Clarita,CA,91321-1429,34.392878,-118.455749,No,1,Los Angeles CO Parcels 2009,1.96505E+13,K-6,K-6
1455,1.96505E+13,Active,No,Traditional,Elementary,Public,Fair Oaks Ranch Community,Sulphur Springs Union,Los Angeles,26933 North Silverbell Lane,Santa Clarita,CA,91387-3802,34.40335,-118.448691,No,1,Los Angeles CO Parcels 2009,1.96505E+13,K-6,K-6
1456,1.96505E+13,Active,No,Traditional,Elementary,Public,Pinetree Community Elementary,Sulphur Springs Union,Los Angeles,29156 Lotusgarden Drive,Canyon Country,CA,91387-1840,34.435427,-118.402757,No,1,Los Angeles CO Land Type 2011,1.96505E+13,K-6,K-6
1457,1.96504E+13,Active,No,Traditional,Elementary,Public,Lake Marie Elementary,South Whittier Elementary,Los Angeles,10001 Carmenita Road,Whittier,CA,90605-3206,33.943069,-118.048108,No,1,Los Angeles CO Land Type 2011,1.96504E+13,K-6,K-6
1458,1.96504E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Richard L. Graves Middle,South Whittier Elementary,Los Angeles,13243 East Los Nietos Road,Whittier,CA,90605-3295,33.944002,-118.049734,No,1,Los Angeles CO Land Type 2011,1.96504E+13,8-Jun,8-Jul
1459,1.96504E+13,Active,No,Traditional,Elementary,Public,Howard J. McKibben Elementary,South Whittier Elementary,Los Angeles,10550 Mills Avenue,Whittier,CA,90604-2439,33.937499,-118.037519,No,1,Los Angeles CO Land Type 2011,1.96504E+13,K-6,K-6
1460,1.96504E+13,Active,No,Traditional,Elementary,Public,Monte Vista,South Whittier Elementary,Los Angeles,12000 Loma Drive,Whittier,CA,90604-2643,33.921285,-118.032561,No,1,Los Angeles CO Land Type 2011,1.96504E+13,6-Apr,6-Mar
1461,1.96504E+13,Active,No,Traditional,Elementary,Public,Los Altos Elementary,South Whittier Elementary,Los Angeles,12001 Bona Vista Lane,Whittier,CA,90604-2702,33.919825,-118.032435,No,1,Los Angeles CO Land Type 2011,1.96504E+13,K-3,K-3
1462,1.97345E+13,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Orange Grove Middle,Hacienda la Puente Unified,Los Angeles,14505 Orange Grove Avenue,Hacienda Heights,CA,91745-2554,34.011263,-117.994961,No,1,Los Angeles CO Parcels 2009,1.97345E+13,8-Jun,8-Jun
1463,1.97344E+13,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Anderson Elementary,Compton Unified,Los Angeles,2210 East 130th Street,Compton,CA,90222-2110,33.913853,-118.232604,No,1,Los Angeles CO Land Type 2011,1.97344E+13,P-8,K-8
1464,1.97344E+13,Active,No,Traditional,Elementary,Public,Martin Luther King Elementary,Compton Unified,Los Angeles,2270 East 122nd Street,Compton,CA,90222-1304,33.921146,-118.230147,No,1,Los Angeles CO Land Type 2011,1.97344E+13,P-6,K-6
